Area,Delay,Score,Current Run,Episode,Verilog,Error
N/A,N/A,-0.1,12.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] temp_sum;
    wire cout_temp;
 
    assign temp_sum = in1 + in2 + cin;
    assign cout_temp = (temp_sum[63] == 1'b1);
 
    assign sum = temp_sum;
    assign cout = cout_temp;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-0.1,13.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] sum_wire;
    wire cout_wire;
 
    assign sum_wire = in1 + in2 + cin;
    assign cout_wire = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
 
    assign sum = sum_wire;
    assign cout = cout_wire;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-0.1,14.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
  wire [63:0] sum_temp;
  wire cout_temp;
 
  assign sum_temp = in1 + in2 + cin;
  assign cout_temp = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
 
  assign sum = sum_temp;
  assign cout = cout_temp;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-0.1,15.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] sum_wire;
    wire cout_wire;
 
    assign sum_wire = in1 + in2 + cin;
    assign cout_wire = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
 
    assign sum = sum_wire;
    assign cout = cout_wire;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-1,16.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] temp;
    wire [63:0] temp2;
    wire [63:0] temp3;
    wire [63:0] temp4;
    wire [63:0] temp5;
    wire [63:0] temp6;
    wire [63:0] temp7;
    wire [63:0] temp8;
    wire [63:0] temp9;
    wire [63:0] temp10;
    wire [63:0] temp11;
    wire [63:0] temp12;
    wire [63:0] temp13;
    wire [63:0] temp14;
    wire [63:0] temp15;
    wire [63:0] temp16;
    wire [63:0] temp17;
    wire [63:0] temp18;
    wire [63:0] temp19;
    wire [63:0] temp20;
    wire [63:0] temp21;
    wire [63:0] temp22;
    wire [63:0] temp23;
    wire [63:0] temp24;
    wire [63:0] temp25;
    wire [63:0] temp26;
    wire [63:0] temp27;
    wire [63:0] temp28;
    wire [63:0] temp29;
    wire [63:0] temp30;
    wire [63:0] temp31;
    wire [63:0] temp32;
    wire [63:0] temp33;
    wire [63:0] temp34;
    wire [63:0] temp35;
    wire [63:0] temp36;
    wire [63:0] temp37;
    wire [63:0] temp38;
    wire [63:0] temp39;
    wire [63:0] temp40;
    wire [63:0] temp41;
    wire [63:0] temp42;
    wire [63:0] temp43;
    wire [63:0] temp44;
    wire [63:0] temp45;
    wire [63:0] temp46;
    wire [63:0] temp47;
    wire [63:0] temp48;
    wire [63:0] temp49;
    wire [63:0] temp50;
    wire [63:0] temp51;
    wire [63:0] temp52;
    wire [63:0] temp53;
    wire [63:0] temp54;
    wire [63:0] temp55;
    wire [63:0] temp56;
    wire [63:0] temp57;
    wire [63:0] temp58;
    wire [63:0] temp59;
    wire [63:0] temp60;
    wire [63:0] temp61;
    wire [63:0] temp62;
    wire [63:0] temp63;
    wire [63:0] temp64;
    wire [63:0] temp65;
    wire [63:0] temp66;
    wire [63:0] temp67;
    wire [63:0] temp68;
    wire [63:0] temp69;
    wire [63:0] temp70;
    wire [63:0] temp71;
    wire [63:0] temp72;
    wire [63:0] temp73;
    wire [63:0] temp74;
    wire [63:0] temp75;
    wire [63:0] temp76;
    wire [63:0] temp77;
    wire [63:0] temp78;
    wire [63:0] temp79;
    wire [63:0] temp80;
    wire [63:0] temp81;
    wire [63:0] temp82;
    wire [63:0] temp83;
    wire [63:0] temp84;
    wire [63:0] temp85;
    wire [63:0] temp86;
    wire [63:0] temp87;
    wire [63:0] temp88;
    wire [63:0] temp89;
    wire [63:0] temp90;
    wire [63:0] temp91;
    wire [63:0] temp92;
    wire [63:0] temp93;
    wire [63:0] temp94;
    wire [63:0] temp95;
    wire [63:0] temp96;
    wire [63:0] temp97;
    wire [63:0] temp98;
    wire [63:0] temp99;
    wire [63:0] temp100;
    wire [63:0] temp101;
    wire [63:0] temp102;
    wire [63:0] temp103;
    wire [63:0] temp104;
    wire [63:0] temp105;
    wire [63:0] temp106;
    wire [63:0] temp107;
    wire [63:0] temp108;
    wire [63:0] temp109;
    wire [63:0] temp110;
    wire [63:0] temp111;
    wire [63:0] temp112;
    wire [63:0] temp113;
    wire [63:0] temp114;
    wire [63:0] temp115;
    wire [63:0] temp116;
    wire [63:0] temp117;
    wire [63:0] temp118;
    wire [63:0] temp119;
    wire [63:0] temp120;
    wire [63:0] temp121;
    wire [63:0] temp122;
    wire [63:0] temp123;
    wire [63:0] temp124;
    wire [63:0] temp125;
    wire [63:0] temp126;
    wire [63:0] temp127;
    wire [63:0] temp128;
    wire [63:0] temp129;
    wire [63:0] temp130;
    wire [63:0] temp131;
    wire [63:0] temp132;
    wire [63:0] temp133;
    wire [63:0] temp134;
    wire [63:0] temp135;
    wire [63:0] temp136;
    wire [63:0] temp137;
    wire [63:0] temp138;
    wire [63:0] temp139;
    wire [63:0] temp140;
    wire [63:0] temp141;
    wire [63:0] temp142;
    wire [63:0] temp143;
    wire [63:0] temp144;
    wire [63:0] temp145;
    wire [63:0] temp146;
    wire [63:0] temp147;
    wire [63:0] temp148;
    wire [63:0] temp149;
    wire [63:0] temp150;
    wire [63:0] temp151;
    wire [63:0] temp152;
    wire [63:0] temp153;
    wire [63:0] temp154",b'/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:163: syntax error\nI give up.\n'
N/A,N/A,-0.1,17.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
  wire [63:0] sum_wire;
  wire cout_wire;
 
  assign sum_wire = in1 + in2 + cin;
  assign cout_wire = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
 
  assign sum = sum_wire;
  assign cout = cout_wire;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-0.1,18.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
  wire [63:0] sum_wire;
  wire cout_wire;
 
  assign sum_wire = in1 + in2 + cin;
  assign cout_wire = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
 
  assign sum = sum_wire;
  assign cout = cout_wire;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-1,19.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] temp;
    wire [63:0] temp2;
    wire [63:0] temp3;
    wire [63:0] temp4;
    wire [63:0] temp5;
    wire [63:0] temp6;
    wire [63:0] temp7;
    wire [63:0] temp8;
    wire [63:0] temp9;
    wire [63:0] temp10;
    wire [63:0] temp11;
    wire [63:0] temp12;
    wire [63:0] temp13;
    wire [63:0] temp14;
    wire [63:0] temp15;
    wire [63:0] temp16;
    wire [63:0] temp17;
    wire [63:0] temp18;
    wire [63:0] temp19;
    wire [63:0] temp20;
    wire [63:0] temp21;
    wire [63:0] temp22;
    wire [63:0] temp23;
    wire [63:0] temp24;
    wire [63:0] temp25;
    wire [63:0] temp26;
    wire [63:0] temp27;
    wire [63:0] temp28;
    wire [63:0] temp29;
    wire [63:0] temp30;
    wire [63:0] temp31;
    wire [63:0] temp32;
    wire [63:0] temp33;
    wire [63:0] temp34;
    wire [63:0] temp35;
    wire [63:0] temp36;
    wire [63:0] temp37;
    wire [63:0] temp38;
    wire [63:0] temp39;
    wire [63:0] temp40;
    wire [63:0] temp41;
    wire [63:0] temp42;
    wire [63:0] temp43;
    wire [63:0] temp44;
    wire [63:0] temp45;
    wire [63:0] temp46;
    wire [63:0] temp47;
    wire [63:0] temp48;
    wire [63:0] temp49;
    wire [63:0] temp50;
    wire [63:0] temp51;
    wire [63:0] temp52;
    wire [63:0] temp53;
    wire [63:0] temp54;
    wire [63:0] temp55;
    wire [63:0] temp56;
    wire [63:0] temp57;
    wire [63:0] temp58;
    wire [63:0] temp59;
    wire [63:0] temp60;
    wire [63:0] temp61;
    wire [63:0] temp62;
    wire [63:0] temp63;
    wire [63:0] temp64;
    wire [63:0] temp65;
    wire [63:0] temp66;
    wire [63:0] temp67;
    wire [63:0] temp68;
    wire [63:0] temp69;
    wire [63:0] temp70;
    wire [63:0] temp71;
    wire [63:0] temp72;
    wire [63:0] temp73;
    wire [63:0] temp74;
    wire [63:0] temp75;
    wire [63:0] temp76;
    wire [63:0] temp77;
    wire [63:0] temp78;
    wire [63:0] temp79;
    wire [63:0] temp80;
    wire [63:0] temp81;
    wire [63:0] temp82;
    wire [63:0] temp83;
    wire [63:0] temp84;
    wire [63:0] temp85;
    wire [63:0] temp86;
    wire [63:0] temp87;
    wire [63:0] temp88;
    wire [63:0] temp89;
    wire [63:0] temp90;
    wire [63:0] temp91;
    wire [63:0] temp92;
    wire [63:0] temp93;
    wire [63:0] temp94;
    wire [63:0] temp95;
    wire [63:0] temp96;
    wire [63:0] temp97;
    wire [63:0] temp98;
    wire [63:0] temp99;
    wire [63:0] temp100;
    wire [63:0] temp101;
    wire [63:0] temp102;
    wire [63:0] temp103;
    wire [63:0] temp104;
    wire [63:0] temp105;
    wire [63:0] temp106;
    wire [63:0] temp107;
    wire [63:0] temp108;
    wire [63:0] temp109;
    wire [63:0] temp110;
    wire [63:0] temp111;
    wire [63:0] temp112;
    wire [63:0] temp113;
    wire [63:0] temp114;
    wire [63:0] temp115;
    wire [63:0] temp116;
    wire [63:0] temp117;
    wire [63:0] temp118;
    wire [63:0] temp119;
    wire [63:0] temp120;
    wire [63:0] temp121;
    wire [63:0] temp122;
    wire [63:0] temp123;
    wire [63:0] temp124;
    wire [63:0] temp125;
    wire [63:0] temp126;
    wire [63:0] temp127;
    wire [63:0] temp128;
    wire [63:0] temp129;
    wire [63:0] temp130;
    wire [63:0] temp131;
    wire [63:0] temp132;
    wire [63:0] temp133;
    wire [63:0] temp134;
    wire [63:0] temp135;
    wire [63:0] temp136;
    wire [63:0] temp137;
    wire [63:0] temp138;
    wire [63:0] temp139;
    wire [63:0] temp140;
    wire [63:0] temp141;
    wire [63:0] temp142;
    wire [63:0] temp143;
    wire [63:0] temp144;
    wire [63:0] temp145;
    wire [63:0] temp146;
    wire [63:0] temp147;
    wire [63:0] temp148;
    wire [63:0] temp149;
    wire [63:0] temp150;
    wire [63:0] temp151;
    wire [63:0] temp152;
    wire [63:0] temp153;
    wire [63:0] temp154",b'/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:163: syntax error\nI give up.\n'
N/A,N/A,-1,20.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] temp;
    wire [63:0] temp2;
    wire [63:0] temp3;
    wire [63:0] temp4;
    wire [63:0] temp5;
    wire [63:0] temp6;
    wire [63:0] temp7;
    wire [63:0] temp8;
    wire [63:0] temp9;
    wire [63:0] temp10;
    wire [63:0] temp11;
    wire [63:0] temp12;
    wire [63:0] temp13;
    wire [63:0] temp14;
    wire [63:0] temp15;
    wire [63:0] temp16;
    wire [63:0] temp17;
    wire [63:0] temp18;
    wire [63:0] temp19;
    wire [63:0] temp20;
    wire [63:0] temp21;
    wire [63:0] temp22;
    wire [63:0] temp23;
    wire [63:0] temp24;
    wire [63:0] temp25;
    wire [63:0] temp26;
    wire [63:0] temp27;
    wire [63:0] temp28;
    wire [63:0] temp29;
    wire [63:0] temp30;
    wire [63:0] temp31;
    wire [63:0] temp32;
    wire [63:0] temp33;
    wire [63:0] temp34;
    wire [63:0] temp35;
    wire [63:0] temp36;
    wire [63:0] temp37;
    wire [63:0] temp38;
    wire [63:0] temp39;
    wire [63:0] temp40;
    wire [63:0] temp41;
    wire [63:0] temp42;
    wire [63:0] temp43;
    wire [63:0] temp44;
    wire [63:0] temp45;
    wire [63:0] temp46;
    wire [63:0] temp47;
    wire [63:0] temp48;
    wire [63:0] temp49;
    wire [63:0] temp50;
    wire [63:0] temp51;
    wire [63:0] temp52;
    wire [63:0] temp53;
    wire [63:0] temp54;
    wire [63:0] temp55;
    wire [63:0] temp56;
    wire [63:0] temp57;
    wire [63:0] temp58;
    wire [63:0] temp59;
    wire [63:0] temp60;
    wire [63:0] temp61;
    wire [63:0] temp62;
    wire [63:0] temp63;
    wire [63:0] temp64;
    wire [63:0] temp65;
    wire [63:0] temp66;
    wire [63:0] temp67;
    wire [63:0] temp68;
    wire [63:0] temp69;
    wire [63:0] temp70;
    wire [63:0] temp71;
    wire [63:0] temp72;
    wire [63:0] temp73;
    wire [63:0] temp74;
    wire [63:0] temp75;
    wire [63:0] temp76;
    wire [63:0] temp77;
    wire [63:0] temp78;
    wire [63:0] temp79;
    wire [63:0] temp80;
    wire [63:0] temp81;
    wire [63:0] temp82;
    wire [63:0] temp83;
    wire [63:0] temp84;
    wire [63:0] temp85;
    wire [63:0] temp86;
    wire [63:0] temp87;
    wire [63:0] temp88;
    wire [63:0] temp89;
    wire [63:0] temp90;
    wire [63:0] temp91;
    wire [63:0] temp92;
    wire [63:0] temp93;
    wire [63:0] temp94;
    wire [63:0] temp95;
    wire [63:0] temp96;
    wire [63:0] temp97;
    wire [63:0] temp98;
    wire [63:0] temp99;
    wire [63:0] temp100;
    wire [63:0] temp101;
    wire [63:0] temp102;
    wire [63:0] temp103;
    wire [63:0] temp104;
    wire [63:0] temp105;
    wire [63:0] temp106;
    wire [63:0] temp107;
    wire [63:0] temp108;
    wire [63:0] temp109;
    wire [63:0] temp110;
    wire [63:0] temp111;
    wire [63:0] temp112;
    wire [63:0] temp113;
    wire [63:0] temp114;
    wire [63:0] temp115;
    wire [63:0] temp116;
    wire [63:0] temp117;
    wire [63:0] temp118;
    wire [63:0] temp119;
    wire [63:0] temp120;
    wire [63:0] temp121;
    wire [63:0] temp122;
    wire [63:0] temp123;
    wire [63:0] temp124;
    wire [63:0] temp125;
    wire [63:0] temp126;
    wire [63:0] temp127;
    wire [63:0] temp128;
    wire [63:0] temp129;
    wire [63:0] temp130;
    wire [63:0] temp131;
    wire [63:0] temp132;
    wire [63:0] temp133;
    wire [63:0] temp134;
    wire [63:0] temp135;
    wire [63:0] temp136;
    wire [63:0] temp137;
    wire [63:0] temp138;
    wire [63:0] temp139;
    wire [63:0] temp140;
    wire [63:0] temp141;
    wire [63:0] temp142;
    wire [63:0] temp143;
    wire [63:0] temp144;
    wire [63:0] temp145;
    wire [63:0] temp146;
    wire [63:0] temp147;
    wire [63:0] temp148;
    wire [63:0] temp149;
    wire [63:0] temp150;
    wire [63:0] temp151;
    wire [63:0] temp152;
    wire [63:0] temp153;
    wire [63:0] temp154",b'/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:163: syntax error\nI give up.\n'
N/A,N/A,-0.1,21.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
    wire [63:0] temp_sum;
    wire cout_temp;
 
    assign temp_sum = in1 + in2 + cin;
    assign cout_temp = (temp_sum[63] == 1'b1);
 
    assign sum = temp_sum;
    assign cout = cout_temp;
 
endmodule",b'Test 1 passed\nTest 2 passed\nTest 3 failed\n'
N/A,N/A,-1,22.0,1,"//Design a 64-bit adder.
//There are two 64 bit inputs (in1 and in2) and a single carry-in input bit, cin.
//The outputs are a 64 bit value, [63:0] sum, and a single carry-out output bit, cout.
//The module should utilize the inputs (in1 and in2) and the cin bit to obtain the output sum and cout values.
module adder_64(output [63:0] sum,
                      output cout,
                      input [63:0] in1, in2,
                      input cin); 
 
  reg [63:0] sum_reg;
  reg cout_reg;
 
  always @(*) begin
    sum_reg = in1 + in2 + cin;
    cout_reg = (in1[63] & in2[63]) | (in1[63] & cin) | (in2[63] & cin);
  end
 
  always @(posedge clk) begin
    sum <= sum_reg;
    cout <= cout_reg;
  end
 
endmodule","b""/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:19: error: sum is not a valid l-value in tb_adder_64.uut.\n/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:5:      : sum is declared here as wire.\n/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:20: error: cout is not a valid l-value in tb_adder_64.uut.\n/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:6:      : cout is declared here as wire.\n/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:18: error: Unable to bind wire/reg/memory `clk' in `tb_adder_64.uut'\n/mnt/shared-scratch/Rajendran_J/matthewdelorenzo/research/mcts_new/llama13b_intun_2048_nl_dump_mcts_2/490344_adder_64/490344_adder_64.v:18: error: Failed to evaluate event expression 'posedge clk'.\n4 error(s) during elaboration.\n"""
